timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,bytes,grpThreads,allThreads,URL,Latency,SampleCount,ErrorCount,IdleTime
1374967789870,75,HTTP Request,200,OK,ThreadGroup 1-1,text,true,465,1,1,http://adsate:9002/solr/select?q=alternate_bibcode%3A%282011arxiv1104.2396k+AND+1912jgr....17..149t%29&xid=jmeter,75,1,0,0
1374967790164,4,HTTP Request,200,OK,ThreadGroup 1-1,text,true,464,1,1,http://adsate:9002/solr/select?q=alternate_bibcode%3A%281908jgr....13...83.+AND+1851an.....31..301p%29&xid=jmeter,4,1,0,0
1374967790186,4,HTTP Request,200,OK,ThreadGroup 1-1,text,true,464,1,1,http://adsate:9002/solr/select?q=alternate_bibcode%3A%281924jgr....29..187m+AND+2011arxiv1108.2588t%29&xid=jmeter,4,1,0,0
1374967790204,3,HTTP Request,200,OK,ThreadGroup 1-1,text,true,464,1,1,http://adsate:9002/solr/select?q=alternate_bibcode%3A%281893sidm...12..923c+AND+1864an.....61...33k%29&xid=jmeter,3,1,0,0
1374967790221,3,HTTP Request,200,OK,ThreadGroup 1-1,text,true,464,1,1,http://adsate:9002/solr/select?q=alternate_bibcode%3A%281823an......1..167o+AND+1873an.....80..319w%29&xid=jmeter,3,1,0,0
1374967790238,2,HTTP Request,200,OK,ThreadGroup 1-1,text,true,464,1,1,http://adsate:9002/solr/select?q=alternate_bibcode%3A%281922jgr....27...86.+AND+1905an....167....5p%29&xid=jmeter,2,1,0,0
1374967790258,2,HTTP Request,200,OK,ThreadGroup 1-1,text,true,464,1,1,http://adsate:9002/solr/select?q=alternate_bibcode%3A%282011arxiv1105.4166l+AND+1920jgr....25..110c%29&xid=jmeter,2,1,0,0
1374967790275,2,HTTP Request,200,OK,ThreadGroup 1-1,text,true,464,1,1,http://adsate:9002/solr/select?q=alternate_bibcode%3A%281890an....123..189b+AND+1846an.....23..255d%29&xid=jmeter,2,1,0,0
1374967790293,3,HTTP Request,200,OK,ThreadGroup 1-1,text,true,464,1,1,http://adsate:9002/solr/select?q=alternate_bibcode%3A%281907an....173...83l+AND+1905jgr....10..190w%29&xid=jmeter,3,1,0,0
1374967790310,3,HTTP Request,200,OK,ThreadGroup 1-1,text,true,464,1,1,http://adsate:9002/solr/select?q=alternate_bibcode%3A%281924jgr....29..109s+AND+1857an.....47..301p%29&xid=jmeter,3,1,0,0
1374967790325,3,HTTP Request,200,OK,ThreadGroup 1-1,text,true,464,1,1,http://adsate:9002/solr/select?q=alternate_bibcode%3A%282003hep.th....3252b+AND+1922jgr....27..101m%29&xid=jmeter,3,1,0,0
1374967790340,2,HTTP Request,200,OK,ThreadGroup 1-1,text,true,464,1,1,http://adsate:9002/solr/select?q=alternate_bibcode%3A%281851an.....31..175.+AND+1890qb4.h33v24.....%29&xid=jmeter,2,1,0,0
1374967790356,2,HTTP Request,200,OK,ThreadGroup 1-1,text,true,464,1,1,http://adsate:9002/solr/select?q=alternate_bibcode%3A%281884an....107...29s+AND+1847an.....25...83a%29&xid=jmeter,2,1,0,0
1374967790371,2,HTTP Request,200,OK,ThreadGroup 1-1,text,true,464,1,1,http://adsate:9002/solr/select?q=alternate_bibcode%3A%281862an.....56...51s+AND+1857an.....45...13r%29&xid=jmeter,2,1,0,0
1374967790386,3,HTTP Request,200,OK,ThreadGroup 1-1,text,true,464,1,1,http://adsate:9002/solr/select?q=alternate_bibcode%3A%281890an....123...45b+AND+1917jgr....22...87c%29&xid=jmeter,3,1,0,0
1374967790404,2,HTTP Request,200,OK,ThreadGroup 1-1,text,true,464,1,1,http://adsate:9002/solr/select?q=alternate_bibcode%3A%281903jgr.....8..152.+AND+1980georl...9..147d%29&xid=jmeter,2,1,0,0
1374967790431,3,HTTP Request,200,OK,ThreadGroup 1-1,text,true,464,1,1,http://adsate:9002/solr/select?q=alternate_bibcode%3A%281925jgr....30...30j+AND+2012arxiv1206.6000z%29&xid=jmeter,3,1,0,0
1374967790447,2,HTTP Request,200,OK,ThreadGroup 1-1,text,true,464,1,1,http://adsate:9002/solr/select?q=alternate_bibcode%3A%281856an.....42..215r+AND+1916jgr....21..149v%29&xid=jmeter,2,1,0,0
1374967790461,3,HTTP Request,200,OK,ThreadGroup 1-1,text,true,464,1,1,http://adsate:9002/solr/select?q=alternate_bibcode%3A%281881an.....98..257j+AND+2003astro.ph..4271c%29&xid=jmeter,3,1,0,0
1374967790477,2,HTTP Request,200,OK,ThreadGroup 1-1,text,true,464,1,1,http://adsate:9002/solr/select?q=alternate_bibcode%3A%282012arxiv1210.7951e+AND+1884an....107..273s%29&xid=jmeter,2,1,0,0
1374967790496,3,HTTP Request,200,OK,ThreadGroup 1-1,text,true,425,1,1,http://adsate:9002/solr/select?q=id%3A%281238126+AND+1858546%29&xid=jmeter,3,1,0,0
1374967790528,2,HTTP Request,200,OK,ThreadGroup 1-1,text,true,425,1,1,http://adsate:9002/solr/select?q=id%3A%281198510+AND+1965586%29&xid=jmeter,2,1,0,0
1374967790544,6,HTTP Request,200,OK,ThreadGroup 1-1,text,true,425,1,1,http://adsate:9002/solr/select?q=id%3A%281326981+AND+2601157%29&xid=jmeter,6,1,0,0
1374967790568,3,HTTP Request,200,OK,ThreadGroup 1-1,text,true,425,1,1,http://adsate:9002/solr/select?q=id%3A%282590028+AND+1156564%29&xid=jmeter,3,1,0,0
1374967790601,3,HTTP Request,200,OK,ThreadGroup 1-1,text,true,425,1,1,http://adsate:9002/solr/select?q=id%3A%282569814+AND+2547906%29&xid=jmeter,3,1,0,0
1374967790633,2,HTTP Request,200,OK,ThreadGroup 1-1,text,true,425,1,1,http://adsate:9002/solr/select?q=id%3A%282007627+AND+1375007%29&xid=jmeter,2,1,0,0
1374967790659,2,HTTP Request,200,OK,ThreadGroup 1-1,text,true,425,1,1,http://adsate:9002/solr/select?q=id%3A%282513560+AND+2129539%29&xid=jmeter,2,1,0,0
1374967790691,2,HTTP Request,200,OK,ThreadGroup 1-1,text,true,425,1,1,http://adsate:9002/solr/select?q=id%3A%282590263+AND+2604193%29&xid=jmeter,2,1,0,0
1374967790713,6,HTTP Request,200,OK,ThreadGroup 1-1,text,true,425,1,1,http://adsate:9002/solr/select?q=id%3A%281966996+AND+2089994%29&xid=jmeter,6,1,0,0
1374967790742,2,HTTP Request,200,OK,ThreadGroup 1-1,text,true,425,1,1,http://adsate:9002/solr/select?q=id%3A%281136536+AND+1857909%29&xid=jmeter,2,1,0,0
1374967790755,3,HTTP Request,200,OK,ThreadGroup 1-1,text,true,425,1,1,http://adsate:9002/solr/select?q=id%3A%281082998+AND+2455909%29&xid=jmeter,3,1,0,0
1374967790768,2,HTTP Request,200,OK,ThreadGroup 1-1,text,true,425,1,1,http://adsate:9002/solr/select?q=id%3A%281955426+AND+1028625%29&xid=jmeter,2,1,0,0
1374967790781,2,HTTP Request,200,OK,ThreadGroup 1-1,text,true,425,1,1,http://adsate:9002/solr/select?q=id%3A%282114639+AND+1856401%29&xid=jmeter,2,1,0,0
1374967790793,2,HTTP Request,200,OK,ThreadGroup 1-1,text,true,425,1,1,http://adsate:9002/solr/select?q=id%3A%282573445+AND+1955943%29&xid=jmeter,2,1,0,0
1374967790806,2,HTTP Request,200,OK,ThreadGroup 1-1,text,true,425,1,1,http://adsate:9002/solr/select?q=id%3A%281424895+AND+2489125%29&xid=jmeter,2,1,0,0
1374967790819,2,HTTP Request,200,OK,ThreadGroup 1-1,text,true,425,1,1,http://adsate:9002/solr/select?q=id%3A%281082945+AND+2540525%29&xid=jmeter,2,1,0,0
1374967790833,2,HTTP Request,200,OK,ThreadGroup 1-1,text,true,425,1,1,http://adsate:9002/solr/select?q=id%3A%281153005+AND+1121426%29&xid=jmeter,2,1,0,0
1374967790851,2,HTTP Request,200,OK,ThreadGroup 1-1,text,true,425,1,1,http://adsate:9002/solr/select?q=id%3A%281239699+AND+1228002%29&xid=jmeter,2,1,0,0
1374967790864,2,HTTP Request,200,OK,ThreadGroup 1-1,text,true,425,1,1,http://adsate:9002/solr/select?q=id%3A%282122658+AND+1963268%29&xid=jmeter,2,1,0,0
1374967790877,2,HTTP Request,200,OK,ThreadGroup 1-1,text,true,425,1,1,http://adsate:9002/solr/select?q=id%3A%282559387+AND+1135732%29&xid=jmeter,2,1,0,0
1374967790889,2,HTTP Request,400,Bad Request,ThreadGroup 1-1,text,false,826,1,1,http://adsate:9002/solr/select?q=author_facet_hier%3A%281%2FCo.%2C%2FCo.+AND+0%2FGovind%2C%29&xid=jmeter,2,1,1,0
1374967790902,2,HTTP Request,400,Bad Request,ThreadGroup 1-1,text,false,834,1,1,http://adsate:9002/solr/select?q=author_facet_hier%3A%281%2FCo.%2C%2FCo.+AND+0%2FGay-Lussac%2C%29&xid=jmeter,2,1,1,0
1374967790915,2,HTTP Request,400,Bad Request,ThreadGroup 1-1,text,false,860,1,1,http://adsate:9002/solr/select?q=author_facet_hier%3A%281%2FPhilip%2C%2FPhilip+AND+0%2FNguyen-Quang-Rieu%2C%29&xid=jmeter,2,1,1,0
1374967790927,2,HTTP Request,400,Bad Request,ThreadGroup 1-1,text,false,854,1,1,http://adsate:9002/solr/select?q=author_facet_hier%3A%281%2FRiazuddin%2C%2FRiazuddin+AND+0%2FWilckens%2C%29&xid=jmeter,2,1,1,0
1374967790940,50,HTTP Request,200,OK,ThreadGroup 1-1,text,true,716002,1,1,http://adsate:9002/solr/select?q=copyright%3A%28by+AND+springer%29&xid=jmeter,15,1,0,0
